Quarter,BG Group,HBB L1,HBB L2,Geo,Segment,Fiscal Year,Fiscal Quarter,Final
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY23/24,Q2,-0.3351786
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY23/24,Q3,0.14027939999999997
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY23/24,Q4,-0.036982399999999985
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY24/25,Q1,0.03014909999999999
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY24/25,Q2,0.05622220000000003
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY24/25,Q3,0.1788652000000002
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY24/25,Q4,0.3170276
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY25/26,Q1ACT,0.4101780000000001
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY25/26,Q2ACT,-0.008018199999999998
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY25/26,Q3M1,0.0630538
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY25/26,Q4MT,0.1177144
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY23/24,Q1,0.0715334
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY23/24,Q2,0.47460949999999996
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY23/24,Q3,-0.17856749999999996
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY23/24,Q4,-0.1485678
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY24/25,Q1,-0.0212758
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY24/25,Q2,0.036236199999999996
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY24/25,Q3,-0.18388379999999996
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY24/25,Q4,-0.17565839999999994
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY25/26,Q1ACT,-0.2553069
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY25/26,Q2ACT,0.1176031
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY25/26,Q3M1,0.012626399999999996
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,SMB,FY25/26,Q4MT,0.0287858
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY23/24,Q1,0.0
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY23/24,Q2,-1.0000000000000001e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY23/24,Q3,-9.999999999999998e-08
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY23/24,Q4,2.0000000000000004e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY24/25,Q1,2.0000000000000004e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY24/25,Q2,-9.000000000000001e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY24/25,Q3,-1.0000000000000001e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,Others,FY24/25,Q4,2.775557561562891e-23
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY23/24,Q1,0.0022362
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY23/24,Q2,0.7958934
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY23/24,Q3,-0.034106899999999996
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY23/24,Q4,0.011340100000000002
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY24/25,Q1,0.024316599999999997
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY24/25,Q2,0.07682659999999998
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY24/25,Q3,0.009128599999999999
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,REL,FY24/25,Q4,1.2543663
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY23/24,Q1,0.03238439999999999
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY23/24,Q2,-0.12726050000000003
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY23/24,Q3,-0.4068057
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY23/24,Q4,-0.37271069999999995
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY24/25,Q1,-0.0043199
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY24/25,Q2,0.05313189999999998
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY24/25,Q3,-0.00026520000000000075
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY24/25,Q4,-0.0167685
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY25/26,Q1ACT,-1.3542700000000003
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY25/26,Q2ACT,1.2505304
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY25/26,Q3M1,0.028460899999999997
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,SMB,FY25/26,Q4MT,0.1667243
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY23/24,Q1,1.0000000000000001e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY23/24,Q2,1.0000000000000001e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY23/24,Q3,-3.0000000000000004e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY23/24,Q4,2.0000000000000002e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY24/25,Q1,-2.0000000000000002e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY24/25,Q2,0.0
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY24/25,Q3,-1.0000000000000001e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,NA,Others,FY24/25,Q4,2.0000000000000002e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY23/24,Q1,-0.00019339999999999963
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY23/24,Q2,-0.0006013000000000011
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY23/24,Q3,0.0124286
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY23/24,Q4,0.0014673000000000002
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY24/25,Q1,0.0002195
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY24/25,Q2,0.004719200000000001
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY24/25,Q3,0.008541
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,REL,FY24/25,Q4,0.005977599999999999
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY23/24,Q1,0.0057916999999999995
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY23/24,Q2,0.005791800000000001
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY23/24,Q3,-0.0005796
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY23/24,Q4,0.0012895
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY24/25,Q1,-0.003224700000000001
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY24/25,Q2,0.0080669
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY24/25,Q3,0.0014606
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,SMB,FY24/25,Q4,0.0019794
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY23/24,Q1,-2.0000000000000002e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY23/24,Q2,-2.0000000000000002e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY23/24,Q3,-1.0000000000000001e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY23/24,Q4,1.0000000000000001e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY24/25,Q1,1.0000000000000001e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY24/25,Q2,0.0
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY24/25,Q3,0.00023
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,LA,Others,FY24/25,Q4,-5e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY23/24,Q1,1.2830980000000003
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY23/24,Q2,0.9706719000000001
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY23/24,Q3,1.2423917000000004
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY23/24,Q4,0.8904802000000002
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY24/25,Q1,0.8569310999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY24/25,Q2,0.26321010000000017
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY24/25,Q3,0.02338569999999996
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY24/25,Q4,0.37254969999999993
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY25/26,Q1ACT,0.6340739
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY25/26,Q2ACT,2.399861
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY25/26,Q3M1,0.6304512
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,REL,FY25/26,Q4MT,0.7198598999999999
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY23/24,Q1,0.46871320000000005
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY23/24,Q2,-0.6318406
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY23/24,Q3,-0.46134220000000004
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY23/24,Q4,0.27659039999999996
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY24/25,Q1,-0.5054682000000001
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY24/25,Q2,0.049013500000000015
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY24/25,Q3,0.03782929999999993
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY24/25,Q4,0.0741702
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY25/26,Q1ACT,-0.2877991
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY25/26,Q2ACT,-1.2105298999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY25/26,Q3M1,0.10005829999999999
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,SMB,FY25/26,Q4MT,0.19775619999999997
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY23/24,Q1,-1.0214349999999999
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY23/24,Q2,-1.0000000000000004e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY23/24,Q3,-6e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY23/24,Q4,-3.0000000000000004e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY24/25,Q1,-5e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY24/25,Q2,-9e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY24/25,Q3,1.0000000000000004e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY24/25,Q4,-2.775557561562891e-23
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY25/26,Q1ACT,-1.0000000000000004e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY25/26,Q2ACT,8.000000000000002e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY25/26,Q3M1,2.9999999999999993e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,AP,Others,FY25/26,Q4MT,-3.0000000000000004e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY23/24,Q1,0.7173225000000002
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY23/24,Q2,0.48888249999999983
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY23/24,Q3,0.33992619999999996
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY23/24,Q4,1.4740005999999994
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY24/25,Q1,0.5636514000000001
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY24/25,Q2,1.7172047000000001
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY24/25,Q3,0.18446999999999983
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY24/25,Q4,1.0424788000000003
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY25/26,Q1ACT,0.7219168000000002
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY25/26,Q2ACT,0.14556120000000006
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY25/26,Q3M1,-0.316115
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,REL,FY25/26,Q4MT,1.2994172999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY23/24,Q1,-0.17356409999999944
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY23/24,Q2,0.4109084999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY23/24,Q3,1.3040910000000006
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY23/24,Q4,-0.17303879999999994
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY24/25,Q1,0.3987804999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY24/25,Q2,-0.20744179999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY24/25,Q3,0.5003826999999995
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY24/25,Q4,-0.4551418000000001
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY25/26,Q1ACT,-0.4667469
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY25/26,Q2ACT,-0.3142371
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY25/26,Q3M1,-0.0162332
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,SMB,FY25/26,Q4MT,0.3214617
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY23/24,Q1,0.32549399999999995
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY23/24,Q2,0.25642219999999993
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY23/24,Q3,0.2544263
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY23/24,Q4,0.2544913
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY24/25,Q1,3.0000000000000004e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY24/25,Q2,2.775557561562891e-23
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY24/25,Q3,3.0000000000000004e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY24/25,Q4,3.0000000000000004e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY25/26,Q1ACT,2.9999999999999993e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY25/26,Q2ACT,-9.999999999999998e-08
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY25/26,Q3M1,-2.0000000000000002e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,EMEA,Others,FY25/26,Q4MT,-4.000000000000001e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY23/24,Q1,0.8609410000000002
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY23/24,Q2,0.4992363000000001
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY23/24,Q3,1.4077009999999999
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY23/24,Q4,0.4716208
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY24/25,Q1,1.3694000999999996
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY24/25,Q2,2.0069285000000003
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY24/25,Q3,0.8485533999999999
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY24/25,Q4,4.9309216
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY25/26,Q1ACT,1.6370628000000003
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY25/26,Q2ACT,0.364278
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY25/26,Q3M1,1.1655408999999999
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,REL,FY25/26,Q4MT,1.5420653999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY23/24,Q1,0.5784015
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY23/24,Q2,-0.5502693
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY23/24,Q3,-1.1730333
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY23/24,Q4,0.46979829999999984
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY24/25,Q1,-0.8002749
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY24/25,Q2,-1.0154034
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY24/25,Q3,0.37641369999999996
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY24/25,Q4,-3.9194775
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY25/26,Q1ACT,-0.3548887
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY25/26,Q2ACT,0.4370577
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY25/26,Q3M1,0.20727940000000003
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,SMB,FY25/26,Q4MT,0.18695589999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,Others,FY23/24,Q1,-1.0824239
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,Others,FY23/24,Q2,0.2873295
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,Others,FY23/24,Q3,0.2860209
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,Others,FY23/24,Q4,0.286068
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,Others,FY24/25,Q1,0.0
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,Others,FY24/25,Q2,0.0
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,Others,FY24/25,Q3,-1.0000000000000001e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,NA,Others,FY24/25,Q4,1.0000000000000001e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY23/24,Q1,0.06176670000000004
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY23/24,Q2,0.4801845
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY23/24,Q3,0.6993297
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY23/24,Q4,0.8098340999999999
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY24/25,Q1,1.3676262999999997
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY24/25,Q2,-3.4316923999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY24/25,Q3,0.501157
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY24/25,Q4,0.01088460000000006
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY25/26,Q1ACT,0.08918119999999995
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY25/26,Q2ACT,0.3161729999999999
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY25/26,Q3M1,0.237674
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,REL,FY25/26,Q4MT,0.48201789999999994
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY23/24,Q1,0.07526489999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY23/24,Q2,0.12434470000000003
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY23/24,Q3,0.3587642
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY23/24,Q4,-0.06064130000000001
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY24/25,Q1,-1.1170592999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY24/25,Q2,3.5406268
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY24/25,Q3,-0.3019475
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY24/25,Q4,0.30586970000000013
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY25/26,Q1ACT,-0.1456103
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY25/26,Q2ACT,-0.13124339999999998
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY25/26,Q3M1,0.018
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,SMB,FY25/26,Q4MT,0.034558900000000004
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY23/24,Q1,0.1800317
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY23/24,Q2,0.10117820000000001
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY23/24,Q3,0.10044739999999999
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY23/24,Q4,0.1004516
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY24/25,Q1,-1.0000000000000001e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY24/25,Q2,1.0000000000000001e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY24/25,Q3,1.0000000000000001e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY24/25,Q4,-4.0000000000000003e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY25/26,Q1ACT,-2.775557561562891e-23
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY25/26,Q2ACT,4.0000000000000003e-07
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY25/26,Q3M1,1.455191522836685e-17
TMCGP $M,ISG,Hybrid Cloud Services,Managed & Professional Services,LA,Others,FY25/26,Q4MT,3.0000000000000004e-07
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY23/24,Q1,0.015006599999999998
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY23/24,Q2,0.036662
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY23/24,Q3,0.0206004
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY23/24,Q4,0.04413999999999999
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY24/25,Q1,0.0521533
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY24/25,Q2,0.06903230000000005
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY24/25,Q3,0.05376469999999998
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY24/25,Q4,0.083518
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY25/26,Q1ACT,0.06849809999999999
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY25/26,Q2ACT,0.0899967
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY25/26,Q3M1,0.0583999
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,AP,SMB,FY25/26,Q4MT,0.0691993
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,EMEA,REL,FY23/24,Q1,0.0016378
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,EMEA,REL,FY23/24,Q2,0.0016378
TMCGP $M,ISG,Hybrid Cloud Services,Software & Cloud Services,EMEA,REL,FY23/24,Q3,0.0016377999999999998
