Quarter,BG Group,HBB L1,HBB L2,Geo,Segment,Fiscal Year,Fiscal Quarter,Final
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,REL,FY23/24,Q3,0.020076399999999994
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,REL,FY23/24,Q4,0.0243312
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,REL,FY24/25,Q1,0.1183812
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,REL,FY24/25,Q2,0.0789617
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,REL,FY24/25,Q3,0.049306
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,REL,FY24/25,Q4,0.04615110000000001
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,SMB,FY23/24,Q1,0.0144076
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,SMB,FY23/24,Q2,0.009798499999999998
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,SMB,FY23/24,Q3,0.0920904
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,SMB,FY23/24,Q4,0.0158871
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,SMB,FY24/25,Q1,0.0899438
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,SMB,FY24/25,Q2,0.0448077
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,SMB,FY24/25,Q3,0.026368
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,SMB,FY24/25,Q4,0.0342338
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,Others,FY23/24,Q1,-2.0000000000000002e-07
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,Others,FY23/24,Q2,3.0000000000000004e-07
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,Others,FY23/24,Q3,5e-07
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,Others,FY23/24,Q4,-4.0000000000000003e-07
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,Others,FY24/25,Q1,1.0000000000000001e-07
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,Others,FY24/25,Q2,-1.0000000000000001e-07
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,Others,FY24/25,Q3,2.0000000000000002e-07
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,AP,Others,FY24/25,Q4,4.0000000000000003e-07
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,EMEA,REL,FY23/24,Q1,0.040789900000000004
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,EMEA,REL,FY23/24,Q2,0.0198927
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,EMEA,REL,FY23/24,Q3,0.032953300000000005
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,EMEA,REL,FY23/24,Q4,0.05780810000000001
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,EMEA,SMB,FY23/24,Q1,0.0336589
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,EMEA,SMB,FY23/24,Q2,0.002544
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,EMEA,SMB,FY23/24,Q3,0.0361275
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,EMEA,SMB,FY23/24,Q4,0.0136924
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,NA,REL,FY23/24,Q1,0.0102171
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,NA,REL,FY23/24,Q2,0.047669699999999995
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,NA,REL,FY23/24,Q3,0.2015717
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,NA,REL,FY23/24,Q4,-0.06852540000000001
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,NA,SMB,FY23/24,Q1,0.0043695
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,NA,SMB,FY23/24,Q2,0.0032657
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,NA,SMB,FY23/24,Q3,-0.007594500000000001
TMCGP $M,ISG,GPS,Multi-Vendor Support Service,NA,SMB,FY23/24,Q4,0.002467
TMCGP $M,ISG,GPS,Configuration Services,AP,REL,FY23/24,Q1,0.14278970000000002
TMCGP $M,ISG,GPS,Configuration Services,AP,REL,FY23/24,Q2,0.1199263
TMCGP $M,ISG,GPS,Configuration Services,AP,REL,FY23/24,Q3,0.1862429
TMCGP $M,ISG,GPS,Configuration Services,AP,REL,FY23/24,Q4,0.17914779999999997
TMCGP $M,ISG,GPS,Configuration Services,AP,REL,FY24/25,Q1,0.14713179999999998
TMCGP $M,ISG,GPS,Configuration Services,AP,REL,FY24/25,Q2,0.33718370000000003
TMCGP $M,ISG,GPS,Configuration Services,AP,REL,FY24/25,Q3,0.05349
TMCGP $M,ISG,GPS,Configuration Services,AP,REL,FY24/25,Q4,0.22813339999999996
TMCGP $M,ISG,GPS,Configuration Services,AP,SMB,FY23/24,Q1,0.0625385
TMCGP $M,ISG,GPS,Configuration Services,AP,SMB,FY23/24,Q2,0.0706626
TMCGP $M,ISG,GPS,Configuration Services,AP,SMB,FY23/24,Q3,0.07853859999999999
TMCGP $M,ISG,GPS,Configuration Services,AP,SMB,FY23/24,Q4,0.07483179999999999
TMCGP $M,ISG,GPS,Configuration Services,AP,SMB,FY24/25,Q1,0.07286230000000002
TMCGP $M,ISG,GPS,Configuration Services,AP,SMB,FY24/25,Q2,0.07406739999999999
TMCGP $M,ISG,GPS,Configuration Services,AP,SMB,FY24/25,Q3,0.059529
TMCGP $M,ISG,GPS,Configuration Services,AP,SMB,FY24/25,Q4,0.0952937
TMCGP $M,ISG,GPS,Configuration Services,AP,Others,FY23/24,Q1,-2.0000000000000002e-07
TMCGP $M,ISG,GPS,Configuration Services,AP,Others,FY23/24,Q2,1.0000000000000004e-07
TMCGP $M,ISG,GPS,Configuration Services,AP,Others,FY23/24,Q3,0.0
TMCGP $M,ISG,GPS,Configuration Services,AP,Others,FY23/24,Q4,2.0000000000000004e-07
TMCGP $M,ISG,GPS,Configuration Services,AP,Others,FY24/25,Q1,-9.999999999999998e-08
TMCGP $M,ISG,GPS,Configuration Services,AP,Others,FY24/25,Q2,2.0000000000000002e-07
TMCGP $M,ISG,GPS,Configuration Services,AP,Others,FY24/25,Q3,-5e-07
TMCGP $M,ISG,GPS,Configuration Services,AP,Others,FY24/25,Q4,9.999999999999996e-08
TMCGP $M,ISG,GPS,Configuration Services,EMEA,REL,FY23/24,Q1,0.34953069999999997
TMCGP $M,ISG,GPS,Configuration Services,EMEA,REL,FY23/24,Q2,0.316479
TMCGP $M,ISG,GPS,Configuration Services,EMEA,REL,FY23/24,Q3,0.378433
TMCGP $M,ISG,GPS,Configuration Services,EMEA,REL,FY23/24,Q4,0.45169680000000006
TMCGP $M,ISG,GPS,Configuration Services,EMEA,REL,FY24/25,Q1,0.6426673999999999
TMCGP $M,ISG,GPS,Configuration Services,EMEA,REL,FY24/25,Q2,0.7191162
TMCGP $M,ISG,GPS,Configuration Services,EMEA,REL,FY24/25,Q3,0.5417213999999999
TMCGP $M,ISG,GPS,Configuration Services,EMEA,REL,FY24/25,Q4,0.5026874
TMCGP $M,ISG,GPS,Configuration Services,EMEA,SMB,FY23/24,Q1,0.0410794
TMCGP $M,ISG,GPS,Configuration Services,EMEA,SMB,FY23/24,Q2,0.0389318
TMCGP $M,ISG,GPS,Configuration Services,EMEA,SMB,FY23/24,Q3,0.0473177
TMCGP $M,ISG,GPS,Configuration Services,EMEA,SMB,FY23/24,Q4,0.036402
TMCGP $M,ISG,GPS,Configuration Services,EMEA,SMB,FY24/25,Q1,0.0365357
TMCGP $M,ISG,GPS,Configuration Services,EMEA,SMB,FY24/25,Q2,0.0429752
TMCGP $M,ISG,GPS,Configuration Services,EMEA,SMB,FY24/25,Q3,0.06773429999999998
TMCGP $M,ISG,GPS,Configuration Services,EMEA,SMB,FY24/25,Q4,0.04051160000000001
TMCGP $M,ISG,GPS,Configuration Services,EMEA,Others,FY23/24,Q1,1.0000000000000001e-07
TMCGP $M,ISG,GPS,Configuration Services,EMEA,Others,FY23/24,Q2,9.999999999999998e-08
TMCGP $M,ISG,GPS,Configuration Services,EMEA,Others,FY23/24,Q3,-2.0000000000000002e-07
TMCGP $M,ISG,GPS,Configuration Services,EMEA,Others,FY23/24,Q4,1.9999999999999994e-07
TMCGP $M,ISG,GPS,Configuration Services,NA,REL,FY23/24,Q1,1.6847851999999999
TMCGP $M,ISG,GPS,Configuration Services,NA,REL,FY23/24,Q2,0.3918183
TMCGP $M,ISG,GPS,Configuration Services,NA,REL,FY23/24,Q3,0.2745196
TMCGP $M,ISG,GPS,Configuration Services,NA,REL,FY23/24,Q4,0.3693225
TMCGP $M,ISG,GPS,Configuration Services,NA,REL,FY24/25,Q1,0.6351263
TMCGP $M,ISG,GPS,Configuration Services,NA,REL,FY24/25,Q2,0.6712045
TMCGP $M,ISG,GPS,Configuration Services,NA,REL,FY24/25,Q3,0.8893734
TMCGP $M,ISG,GPS,Configuration Services,NA,REL,FY24/25,Q4,0.6668046
TMCGP $M,ISG,GPS,Configuration Services,NA,SMB,FY23/24,Q1,0.0376306
TMCGP $M,ISG,GPS,Configuration Services,NA,SMB,FY23/24,Q2,0.0962744
TMCGP $M,ISG,GPS,Configuration Services,NA,SMB,FY23/24,Q3,0.07066910000000001
TMCGP $M,ISG,GPS,Configuration Services,NA,SMB,FY23/24,Q4,0.09180260000000001
TMCGP $M,ISG,GPS,Configuration Services,NA,SMB,FY24/25,Q1,0.09325719999999998
TMCGP $M,ISG,GPS,Configuration Services,NA,SMB,FY24/25,Q2,0.1533485
TMCGP $M,ISG,GPS,Configuration Services,NA,SMB,FY24/25,Q3,0.1672668
TMCGP $M,ISG,GPS,Configuration Services,NA,SMB,FY24/25,Q4,0.165799
TMCGP $M,ISG,GPS,Configuration Services,NA,Others,FY23/24,Q1,-1.0000000000000001e-07
TMCGP $M,ISG,GPS,Configuration Services,NA,Others,FY23/24,Q2,1.0000000000000001e-07
TMCGP $M,ISG,GPS,Configuration Services,NA,Others,FY23/24,Q3,-9.999999999999998e-08
TMCGP $M,ISG,GPS,Configuration Services,NA,Others,FY23/24,Q4,-1.0000000000000001e-07
TMCGP $M,ISG,GPS,Configuration Services,LA,REL,FY23/24,Q1,0.0539626
TMCGP $M,ISG,GPS,Configuration Services,LA,REL,FY23/24,Q2,0.053152399999999995
TMCGP $M,ISG,GPS,Configuration Services,LA,REL,FY23/24,Q3,0.0545927
TMCGP $M,ISG,GPS,Configuration Services,LA,REL,FY23/24,Q4,0.0640496
TMCGP $M,ISG,GPS,Configuration Services,LA,REL,FY24/25,Q1,0.0265365
TMCGP $M,ISG,GPS,Configuration Services,LA,REL,FY24/25,Q2,0.028973699999999998
TMCGP $M,ISG,GPS,Configuration Services,LA,REL,FY24/25,Q3,0.10296
TMCGP $M,ISG,GPS,Configuration Services,LA,REL,FY24/25,Q4,0.07350380000000001
TMCGP $M,ISG,GPS,Configuration Services,LA,SMB,FY23/24,Q1,0.0193785
TMCGP $M,ISG,GPS,Configuration Services,LA,SMB,FY23/24,Q2,0.0190185
TMCGP $M,ISG,GPS,Configuration Services,LA,SMB,FY23/24,Q3,0.0191606
TMCGP $M,ISG,GPS,Configuration Services,LA,SMB,FY23/24,Q4,0.0236524
TMCGP $M,ISG,GPS,Configuration Services,LA,Others,FY23/24,Q1,3.0000000000000004e-07
TMCGP $M,ISG,GPS,Configuration Services,LA,Others,FY23/24,Q2,-2.0000000000000002e-07
TMCGP $M,ISG,GPS,Configuration Services,LA,Others,FY23/24,Q3,0.0
TMCGP $M,ISG,GPS,Configuration Services,LA,Others,FY23/24,Q4,1.0000000000000001e-07
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY23/24,Q1,-0.6660304000000001
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY23/24,Q2,0.42651900000000004
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY23/24,Q3,0.39570489999999997
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY23/24,Q4,0.3129305
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY24/25,Q1,-0.06463460000000001
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY24/25,Q2,0.37230370000000007
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY24/25,Q3,0.18605949999999982
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY24/25,Q4,0.14114280000000073
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY25/26,Q1ACT,0.1385781
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY25/26,Q2ACT,0.018404400000000022
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY25/26,Q3M1,0.30245940000000004
TMCGP $M,ISG,GPS,Deployment Services,AP,REL,FY25/26,Q4MT,0.3826209
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY23/24,Q1,-0.22034519999999994
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY23/24,Q2,-0.05569530000000003
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY23/24,Q3,-0.2328746
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY23/24,Q4,0.18170720000000007
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY24/25,Q1,0.39969360000000015
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY24/25,Q2,0.026593900000000007
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY24/25,Q3,0.0522456
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY24/25,Q4,0.05853180000000004
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY25/26,Q1ACT,0.03891309999999999
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY25/26,Q2ACT,-0.04988109999999999
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY25/26,Q3M1,0.0403698
TMCGP $M,ISG,GPS,Deployment Services,AP,SMB,FY25/26,Q4MT,0.08930740000000002
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY23/24,Q1,1.0214342
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY23/24,Q2,2.775557561562891e-23
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY23/24,Q3,2.0000000000000004e-07
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY23/24,Q4,-3e-07
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY24/25,Q1,3.0000000000000004e-07
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY24/25,Q2,-2.0000000000000004e-07
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY24/25,Q3,-1.0000000000000001e-07
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY24/25,Q4,-9.999999999999998e-08
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY25/26,Q1ACT,0.0
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY25/26,Q2ACT,5.000000000000001e-07
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY25/26,Q3M1,-7e-07
TMCGP $M,ISG,GPS,Deployment Services,AP,Others,FY25/26,Q4MT,5.000000000145519e-07
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY23/24,Q1,-0.6337288
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY23/24,Q2,0.052773900000000006
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY23/24,Q3,0.5177944
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY23/24,Q4,0.20034520000000003
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY24/25,Q1,0.5966281999999998
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY24/25,Q2,-0.15943180000000004
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY24/25,Q3,0.5978500999999999
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY24/25,Q4,0.17488859999999998
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY25/26,Q1ACT,0.1106853
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY25/26,Q2ACT,-0.038704699999999995
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY25/26,Q3M1,0.005132699999999997
TMCGP $M,ISG,GPS,Deployment Services,EMEA,REL,FY25/26,Q4MT,0.1440746
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q1,0.7523018
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q2,0.1709244
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q3,-0.21101770000000003
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY23/24,Q4,0.07232199999999994
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q1,-0.3770802000000001
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q2,0.1617477
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q3,-0.2948471000000001
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY24/25,Q4,-0.10614540000000001
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q1ACT,0.0009842999999999957
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q2ACT,-0.08230629999999999
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q3M1,6.4000000000000006e-06
TMCGP $M,ISG,GPS,Deployment Services,EMEA,SMB,FY25/26,Q4MT,0.0075826
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY23/24,Q1,-0.01672259999999999
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY23/24,Q2,0.051045799999999995
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY23/24,Q3,0.05078910000000001
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY23/24,Q4,0.05078950000000001
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY24/25,Q1,-7.000000000000001e-07
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY24/25,Q2,3.0000000000000004e-07
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY24/25,Q3,2.0000000000000004e-07
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY24/25,Q4,8.000000000000001e-07
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY25/26,Q1ACT,-9.999999999999998e-08
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY25/26,Q2ACT,1.0000000000000001e-07
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY25/26,Q3M1,0.0
TMCGP $M,ISG,GPS,Deployment Services,EMEA,Others,FY25/26,Q4MT,1.0000000000000009e-07
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY23/24,Q1,0.3951384999999999
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY23/24,Q2,-3.0024430999999994
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY23/24,Q3,-0.5764647
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY23/24,Q4,-0.3917776000000001
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY24/25,Q1,0.18674310000000002
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY24/25,Q2,-0.4733639
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY24/25,Q3,-0.27186459999999996
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY24/25,Q4,-1.9290426999999997
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY25/26,Q1ACT,0.37276529999999997
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY25/26,Q2ACT,0.6455902
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY25/26,Q3M1,0.27105840000000003
TMCGP $M,ISG,GPS,Deployment Services,NA,REL,FY25/26,Q4MT,0.26995110000000005
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY23/24,Q1,-1.7598124
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY23/24,Q2,3.0800153999999997
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY23/24,Q3,0.5947357999999999
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY23/24,Q4,0.6512062000000001
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY24/25,Q1,0.06461669999999999
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY24/25,Q2,0.6991753
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY24/25,Q3,0.3482326
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY24/25,Q4,2.0417557
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY25/26,Q1ACT,0.45771609999999996
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY25/26,Q2ACT,-0.5337195
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY25/26,Q3M1,0.0476
TMCGP $M,ISG,GPS,Deployment Services,NA,SMB,FY25/26,Q4MT,0.0479871
TMCGP $M,ISG,GPS,Deployment Services,NA,Others,FY23/24,Q1,1.4267718999999999
TMCGP $M,ISG,GPS,Deployment Services,NA,Others,FY23/24,Q2,0.0561391
TMCGP $M,ISG,GPS,Deployment Services,NA,Others,FY23/24,Q3,0.0559172
TMCGP $M,ISG,GPS,Deployment Services,NA,Others,FY23/24,Q4,0.0559174
TMCGP $M,ISG,GPS,Deployment Services,NA,Others,FY24/25,Q1,-1.0000000000000001e-07
TMCGP $M,ISG,GPS,Deployment Services,NA,Others,FY24/25,Q2,0.0
TMCGP $M,ISG,GPS,Deployment Services,NA,Others,FY24/25,Q3,2.0000000000000002e-07
TMCGP $M,ISG,GPS,Deployment Services,NA,Others,FY24/25,Q4,-1.0000000000000001e-07
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY23/24,Q1,0.047332
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY23/24,Q2,-0.1056642
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY23/24,Q3,0.0642479
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY23/24,Q4,0.05370140000000001
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY24/25,Q1,0.3542601000000001
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY24/25,Q2,0.2434245
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY24/25,Q3,-0.014637199999999998
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY24/25,Q4,0.13657309999999998
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY25/26,Q1ACT,0.0559883
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY25/26,Q2ACT,0.233148
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY25/26,Q3M1,0.1659348
TMCGP $M,ISG,GPS,Deployment Services,LA,REL,FY25/26,Q4MT,0.2881933
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY23/24,Q1,0.061141899999999964
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY23/24,Q2,0.24681499999999992
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY23/24,Q3,0.12763550000000004
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY23/24,Q4,0.1189655
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY24/25,Q1,-0.0753071
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY24/25,Q2,-0.09478610000000001
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY24/25,Q3,0.07214179999999999
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY24/25,Q4,0.014956900000000002
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY25/26,Q1ACT,0.0242227
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY25/26,Q2ACT,-0.0764839
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY25/26,Q3M1,0.043298
TMCGP $M,ISG,GPS,Deployment Services,LA,SMB,FY25/26,Q4MT,0.030393299999999998
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY23/24,Q1,-0.0593702
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY23/24,Q2,0.0188875
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY23/24,Q3,0.018653600000000003
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY23/24,Q4,0.018653799999999998
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY24/25,Q1,4.0000000000000003e-07
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY24/25,Q2,2e-07
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY24/25,Q3,-3.0000000000000004e-07
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY24/25,Q4,2.0000000000000004e-07
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY25/26,Q1ACT,-2.9999999999999993e-07
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY25/26,Q2ACT,-3.0000000000000004e-07
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY25/26,Q3M1,-2.0000000000436557e-07
TMCGP $M,ISG,GPS,Deployment Services,LA,Others,FY25/26,Q4MT,-3.0000000000000004e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY23/24,Q1,0.0146594
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY23/24,Q2,0.0021891
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY23/24,Q3,0.03432979999999999
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY23/24,Q4,-0.027239499999999996
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY24/25,Q1,0.0166004
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY24/25,Q2,0.00023789999999999963
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY24/25,Q3,0.0188345
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,REL,FY24/25,Q4,0.0068978
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY23/24,Q1,0.0007416000000000002
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY23/24,Q2,0.002378
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY23/24,Q3,0.006204
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY23/24,Q4,-0.0126608
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY24/25,Q1,0.0008152000000000007
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY24/25,Q2,0.0051619000000000005
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY24/25,Q3,-0.0082553
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,SMB,FY24/25,Q4,0.027478000000000013
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,Others,FY23/24,Q1,3.0000000000000004e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,Others,FY23/24,Q2,0.0
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,Others,FY23/24,Q3,4.0000000000000003e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,AP,Others,FY23/24,Q4,-1.0000000000000001e-07
TMCGP $M,ISG,Sustainability,ISG Sustainability Services,EMEA,REL,FY23/24,Q1,0.0095803
